time,job_id,num_gpu,submit_time,start_time,end_time,executed_time,JCT,duration,pending_time,preempt,resume,promote
4176000097,236,100,79,4158000097,4176000097,18000000,4176000018,18000000,4158000018,0,0,0
4194000097,237,100,79,4176000097,4194000097,18000000,4194000018,18000000,4176000018,0,0,0
4212000097,238,100,79,4194000097,4212000097,18000000,4212000018,18000000,4194000018,0,0,0
4230000097,239,100,79,4212000097,4230000097,18000000,4230000018,18000000,4212000018,0,0,0
4248000097,240,100,79,4230000097,4248000097,18000000,4248000018,18000000,4230000018,0,0,0
4266000097,241,100,79,4248000097,4266000097,18000000,4266000018,18000000,4248000018,0,0,0
4284000097,242,100,79,4266000097,4284000097,18000000,4284000018,18000000,4266000018,0,0,0
4302000097,243,100,79,4284000097,4302000097,18000000,4302000018,18000000,4284000018,0,0,0
4320000097,244,100,79,4302000097,4320000097,18000000,4320000018,18000000,4302000018,0,0,0
4338000097,245,100,79,4320000097,4338000097,18000000,4338000018,18000000,4320000018,0,0,0
4356000097,246,100,79,4338000097,4356000097,18000000,4356000018,18000000,4338000018,0,0,0
4374000097,247,100,79,4356000097,4374000097,18000000,4374000018,18000000,4356000018,0,0,0
4392000097,248,100,79,4374000097,4392000097,18000000,4392000018,18000000,4374000018,0,0,0
4410000097,249,100,79,4392000097,4410000097,18000000,4410000018,18000000,4392000018,0,0,0
4428000097,250,100,79,4410000097,4428000097,18000000,4428000018,18000000,4410000018,0,0,0
4446000097,251,100,79,4428000097,4446000097,18000000,4446000018,18000000,4428000018,0,0,0
4464000097,252,100,79,4446000097,4464000097,18000000,4464000018,18000000,4446000018,0,0,0
4482000097,253,100,79,4464000097,4482000097,18000000,4482000018,18000000,4464000018,0,0,0
4500000097,254,100,79,4482000097,4500000097,18000000,4500000018,18000000,4482000018,0,0,0
4518000097,255,100,79,4500000097,4518000097,18000000,4518000018,18000000,4500000018,0,0,0
4536000097,256,100,79,4518000097,4536000097,18000000,4536000018,18000000,4518000018,0,0,0
4554000097,257,100,79,4536000097,4554000097,18000000,4554000018,18000000,4536000018,0,0,0
4572000097,258,100,79,4554000097,4572000097,18000000,4572000018,18000000,4554000018,0,0,0
4590000097,259,100,79,4572000097,4590000097,18000000,4590000018,18000000,4572000018,0,0,0
4608000097,260,100,79,4590000097,4608000097,18000000,4608000018,18000000,4590000018,0,0,0
4626000097,261,100,79,4608000097,4626000097,18000000,4626000018,18000000,4608000018,0,0,0
4644000097,262,100,79,4626000097,4644000097,18000000,4644000018,18000000,4626000018,0,0,0
4662000097,263,100,79,4644000097,4662000097,18000000,4662000018,18000000,4644000018,0,0,0
4680000097,264,100,79,4662000097,4680000097,18000000,4680000018,18000000,4662000018,0,0,0
4698000097,265,100,79,4680000097,4698000097,18000000,4698000018,18000000,4680000018,0,0,0
4716000097,266,100,79,4698000097,4716000097,18000000,4716000018,18000000,4698000018,0,0,0
4734000097,267,100,79,4716000097,4734000097,18000000,4734000018,18000000,4716000018,0,0,0
4752000097,268,100,79,4734000097,4752000097,18000000,4752000018,18000000,4734000018,0,0,0
4770000097,269,100,79,4752000097,4770000097,18000000,4770000018,18000000,4752000018,0,0,0
4788000097,270,100,79,4770000097,4788000097,18000000,4788000018,18000000,4770000018,0,0,0
4806000097,271,100,79,4788000097,4806000097,18000000,4806000018,18000000,4788000018,0,0,0
4824000097,272,100,79,4806000097,4824000097,18000000,4824000018,18000000,4806000018,0,0,0
4842000097,273,100,79,4824000097,4842000097,18000000,4842000018,18000000,4824000018,0,0,0
4860000097,274,100,79,4842000097,4860000097,18000000,4860000018,18000000,4842000018,0,0,0
4878000097,275,100,79,4860000097,4878000097,18000000,4878000018,18000000,4860000018,0,0,0
4896000097,276,100,79,4878000097,4896000097,18000000,4896000018,18000000,4878000018,0,0,0
4914000097,277,100,79,4896000097,4914000097,18000000,4914000018,18000000,4896000018,0,0,0
4932000097,278,100,79,4914000097,4932000097,18000000,4932000018,18000000,4914000018,0,0,0
4950000097,279,100,79,4932000097,4950000097,18000000,4950000018,18000000,4932000018,0,0,0
4968000097,280,100,79,4950000097,4968000097,18000000,4968000018,18000000,4950000018,0,0,0
4986000097,281,100,79,4968000097,4986000097,18000000,4986000018,18000000,4968000018,0,0,0
5004000097,282,100,79,4986000097,5004000097,18000000,5004000018,18000000,4986000018,0,0,0
5022000097,283,100,79,5004000097,5022000097,18000000,5022000018,18000000,5004000018,0,0,0
5040000097,284,100,79,5022000097,5040000097,18000000,5040000018,18000000,5022000018,0,0,0
5058000097,285,100,79,5040000097,5058000097,18000000,5058000018,18000000,5040000018,0,0,0
5076000097,286,100,79,5058000097,5076000097,18000000,5076000018,18000000,5058000018,0,0,0
5094000097,287,100,79,5076000097,5094000097,18000000,5094000018,18000000,5076000018,0,0,0
5112000097,288,100,79,5094000097,5112000097,18000000,5112000018,18000000,5094000018,0,0,0
5130000097,289,100,79,5112000097,5130000097,18000000,5130000018,18000000,5112000018,0,0,0
5148000097,290,100,79,5130000097,5148000097,18000000,5148000018,18000000,5130000018,0,0,0
5166000097,291,100,79,5148000097,5166000097,18000000,5166000018,18000000,5148000018,0,0,0
5184000097,292,100,79,5166000097,5184000097,18000000,5184000018,18000000,5166000018,0,0,0
5202000097,293,100,79,5184000097,5202000097,18000000,5202000018,18000000,5184000018,0,0,0
5220000097,294,100,79,5202000097,5220000097,18000000,5220000018,18000000,5202000018,0,0,0
5238000097,295,100,79,5220000097,5238000097,18000000,5238000018,18000000,5220000018,0,0,0
5256000097,296,100,79,5238000097,5256000097,18000000,5256000018,18000000,5238000018,0,0,0
5274000097,297,100,79,5256000097,5274000097,18000000,5274000018,18000000,5256000018,0,0,0
